review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
d21bbc789670eab777d27372ab9094cc,4fc44d78867142c627497b60a7e0228a,5,Ótimo,Loja nota 10,2018-07-10,2018-07-11 14:10:25
1a74d76543e1b419b48daebee364c281,14861b02076ed7da9471988265a0104b,5,,,2018-07-14,2018-07-16 20:09:42
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT lindo,2018-07-25,2018-07-25 21:37:22
951a3591f5bcc0b0c558461c9bf49d8e,801524a8fbd37484e8d8c23448f113b5,3,,,2018-07-14,2018-07-14 21:04:31
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",2018-07-03,2018-07-05 19:03:52
4e18511741b7ba8896f192fae5858e0a,e7ec2ee871d40f0b32fb471cb07ad239,4,,,2018-07-13,2018-07-16 01:34:42
29b897a4c960516960b7dbe2ed0cb99a,4ecddf4ce273e32faaf71a4a8ed4676e,3,,,2018-07-22,2018-07-24 13:21:55
0ddace107051d27b273578e30c758518,f8b6b27efdf0f73f9e9d978fc503c45f,3,,,2018-07-12,2018-07-13 18:08:46
9d0f36ac2ecea44727adaa0e0fe064fe,3aa2600d02e113fa1145a76a2e90185f,4,,,2018-07-13,2018-07-18 13:32:03
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04,2018-07-05 00:56:21
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07,2018-07-09 18:12:17
d2322bd5a219c030b3c0d7a80fe27b8f,a69cfdf2a1c59f8ff05718f69d021e81,4,,,2018-07-27,2018-07-28 11:06:54
87aa227006eb2fb086f3cbdaaa2fe764,352ad67deb8528562cff60c00dc6e99a,5,,,2018-07-12,2018-07-12 22:46:10
4140f2b38a5447bb90d453256604d8a3,78008d03bd8ef7fcf1568728b316553c,5,,,2018-07-11,2018-07-11 17:33:14
8e9a28e03aec9af5e2c6b84b43745178,3c8aa4e17d7d0b7a6b3c5f8ea6d36038,5,,,2018-07-07,2018-07-09 22:00:14
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,2018-07-14,2018-07-17 14:28:34
62643d4b292ce733f36482b980a08ecb,22c9adee57f279cc5b0741ddabc89e6b,5,,,2018-07-24,2018-07-25 03:29:13
bad7323911748aeb242309d5d75d4c3e,9dd72a3853b3514932140ba93b5192c9,4,,,2018-07-03,2018-07-04 16:17:12
ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Insatisfeito,No site o produto parece ter melhor qualidade de material e acabamento.,2018-07-06,2018-07-09 19:07:34
3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.,2018-07-04,2018-07-04 22:24:25
6efe3259e652cfcdcbb3bd4354685a6b,e55094da7605b6e7fd370e4a4be7194d,5,,,2018-07-01,2018-07-03 19:17:11
50b88e7c4f0429b5286b130ed45df434,e907b53c6245de45677494c2348dc8cc,5,,,2018-07-11,2018-07-14 02:42:00
413250ca031f857142bcbc3f27d14532,6d87523e95d5670f7bbd10a46d5d70ab,5,,,2018-07-07,2018-07-09 15:31:01
d6c0b888949f0c3f236d67f588913930,4cd9478b63edacb631dcf780b036b157,4,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,2018-07-01,2018-07-03 22:47:44
89ce1bf13facec183ff6e592ff4e305d,ada32b6f0cb6b0a58d13dc20a423f2fa,5,,,2018-07-27,2018-07-28 01:37:36
772d77869ce0505a42077a4429385c9c,e03e8192ecbedf3c6493ae3c01ba21e3,1,,,2018-07-14,2018-07-15 17:03:22
ff3a1044a7a8dfad3e9c8eae2a39420c,09744659d8e64274cf91bb288d9c3aec,5,,,2018-07-31,2018-07-31 22:16:27
f922b9d00a755863556181c1a366193d,af168723acee7d4de0144ad5361f547d,3,Nota 8,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.",2018-07-07,2018-07-09 21:54:31
d0d5bd829045a78ca12fc12bdcd99fce,a5e7e590a77dc838c0311d33e0c88abb,4,,,2018-07-03,2018-07-04 17:42:43
032cfb72d792d30b6181b482d85f8d1a,c1ba0776bb79a0826691352f8d6ea4e0,5,Tudo certo!,"A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. ",2018-07-12,2018-07-13 02:40:10
668aad714767396c2b7d949a27913bb7,b4138bbc55ffe9ddeb824f7e3068fc50,4,Lol pet,Otimo produto porem caro demais !!! ,2018-07-03,2018-07-04 00:57:26
cf1917bdb6925187eb7886ad0a11e745,62b2adbcbcf4e28df4b998bfb094f3f9,4,bom,,2018-07-24,2018-07-27 02:00:03
f4f8e13b8168880f7b713dccfd735136,9fec962af24505f0b989965945c1fc64,5,,,2018-07-29,2018-07-29 20:50:15
19910e37f2130c56f553edfbdc0c65fb,00b12f4674177ef40c4bdb034138c843,5,Ótimo custo x benefício,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.,2018-07-21,2018-07-24 13:29:35
d10aa47a4914ed4e55ee13dc41198aa6,95d8d3c4c0f3ac475f40696807344776,4,,,2018-07-12,2018-07-12 19:44:42
3814f35a6ebd64d27e2130f30ec05255,19d1e5344936559f5f7b21099fdadd0e,4,5,,2018-07-11,2018-07-11 16:47:37
94d91bb24cb49c1e51270f27677648a1,f8718b67f7469531acea685ab46722a9,5,,,2018-07-03,2018-07-04 12:58:35
057c9a1e8e767d8bf6fa59ac43a82435,0adf68e8a310f18fc7e75cffa60901b2,4,4,,2018-07-13,2018-07-14 17:25:04
5079818012d1d32f26bf997a896cdd14,c28c74ee5fb4a731178895058c0de619,4,,,2018-07-12,2018-07-13 11:18:12
9be8656dd570c54e69aeb6439efe3c32,87c6169aae0c57897be7344931c2839e,5,,,2018-07-05,2018-07-06 00:14:18
3dd514ea6f6f78b2bec94ca3e8a41038,c8190ec25152e9e725de81876f1b9125,5,,,2018-07-04,2018-07-05 02:31:33
9de4447d8219a53f08afc52a7fe4c0cc,53251dae6eb94ed4fa67b57bd60e58bf,4,,,2018-07-26,2018-07-26 22:23:07
3e6c4fc61dff0babb5fd4d370230a44d,83dcf2f6e29abb1516047b414c52b004,4,,,2018-07-11,2018-07-11 17:41:49
f54fd311f6fd8cd1b4affd14bdaf04ce,6e8e751584b3e3141e3e3c39f71408c2,5,Gostei,Ótimo perfume. Fragrância maravilhosa. Recomendo,2018-07-12,2018-07-15 02:57:52
7c38b0697f3d800e6314b76b382a9f7e,ab6e1678559b60b6e6a7db4837d6664d,5,Pedaleira plataforma,O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. Já instalei e ficou show. ,2018-07-28,2018-07-28 21:12:47
042cc1dce52180def6df9349b817ae86,51ee9ef5d831b5f76f97d2819e7f94a9,5,,,2018-07-10,2018-07-10 21:15:21
72cc238a6aa8a5af88b0c17ebf469c95,24125310335475b73015f74ec4327c2a,5,chegou antes do prazo de ,muito bom,2018-07-27,2018-08-22 13:38:23
64b981a30a6dd69cbccbbb0109fd5c6f,adc253f1977c81c2c29dc7b9dd23d538,5,,,2018-07-06,2018-07-09 02:46:17
2c4396eaf37ad89917df567ca6679c8f,3139d2c500d282f1549eb3c6e7723985,5,,,2018-07-27,2018-07-31 20:22:02
e9cd093f959151268d7f57c54c297547,bc439ca267cd182244951ffe206f4feb,5,,,2018-07-29,2018-07-31 14:41:46
25b6aedb3370e27d5d2e899a98ee7370,d97054c687bd818d4f7b78cda2eb4f01,5,,,2018-07-04,2018-07-05 00:42:10
62a46fc83383b0146249fc7345d00c2b,2e509a0f39264c5e18d820911b16990e,5,,,2018-07-25,2018-07-26 21:22:23
07405437bacbc37e029fe5f5e10cb4c3,724c7b9d5d226631f82c0c09a9f51685,5,Otima,Excelente,2018-07-06,2018-07-07 22:24:12
ded7897490401f7aec8ce868a10fea17,c3a937f97910c3602c1e4cdb4b951b1e,4,recomendaria sim,"bom , foi o que esperava.",2018-07-11,2018-07-15 11:44:53
001ce468e08e9ee56753421128bec6f4,465e367896219452ecc8d8dc02f61531,5,,,2018-07-21,2018-07-24 11:57:27
5dac2f4cdacb4bc53bb2b746063ccc3b,fe9d220ef122811f6078f92ee189d144,4,,,2018-07-06,2018-07-09 11:25:58
30f2619843ddd4a19bbcb306669d2bf0,5bb8d2fbca419676d395687e28f5263b,5,Muito Bom,Só imaginei que fosse maior a boneca. Mais é legal ,2018-07-24,2018-07-26 22:37:06
02dae59a597c87b10313d8d7191a2dfa,49935c2c36ceb474c290a1987bbb941e,3,Bom ,Muito bom.,2018-07-24,2018-07-25 13:59:19
0a059e1fd55dd70084cf7f1a01fde7e6,30a18df212b45e1322b6d81521786ec4,1,,,2018-07-31,2018-08-01 21:53:21
4b964e53dbfc85277f4316507d7fc15d,3ccd24b53560c0fe294750d98a057584,5,,,2018-07-10,2018-07-10 22:25:03
ba9520354a4fe52e6a0503259a173c8e,a58298b548a97e743824ca6c1dcb6b95,4,,,2018-07-27,2018-07-29 19:36:06
e417e6865995952bb2c2369de0c5737b,063de687a6d9389fb6f6934d19d447f8,5,,,2018-07-10,2018-07-13 20:26:39
a713e0fb64dc00203d706324cc0b003d,790adedc3b5b66b16b14675e794382b3,5,,,2018-07-10,2018-07-10 21:44:48
48869ca20e2ca762cd6bdd880c8ccae5,32efd401773730f7d0d1c5ae2b841465,5,Recomendadíssimo,Fui surpreendido pela eficácia. Ótimo atentimento.,2018-07-05,2018-07-05 21:28:40
0aad108b136bfe5d026d5aee9fb08323,d1ec61b50c7780944fab32ad8b873c85,5,Muito bom o produto,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",2018-07-21,2018-07-23 22:59:57
88f4e15ae012ecc9855c9ea7ed4b4c4e,51ea9bcaebefed721e498f8fb39c8911,5,,,2018-07-10,2018-07-11 01:18:24
d1706e7fbde9d6d95f5a3f4f72cfed6b,2b8964f15c12ac5df6946804df101d82,4,,,2018-07-12,2018-07-19 11:23:11
95ffa9b27fc6f6c880d38bf2afb28e52,48182f93c2c0bc28cb145431fa5bcc16,5,,,2018-07-31,2018-08-01 12:37:19
46e9da729f7f714d0a3f814d95b902df,a244dfc2d80e0857a17cfd3b58ee9321,4,Bom,,2018-07-13,2018-07-14 02:42:56
6612d8abc7f3f49bff0868f0adfed68b,8bcbf632174ddf3a193be1b60335b40c,4,,,2018-07-08,2018-07-09 14:24:23
371a37ca26fc269601f5c60ba88f9535,6c5d1e03493316b72304f07834a03325,1,Não entregou no tempo .,Sem pontualidade não da satisfação ao cliente.,2018-07-13,2018-07-13 17:20:43
35f4091671dfa9d7b268f7349fc8d194,4ec57b5a1be421a2a793a22237120c24,3,,,2018-07-26,2018-07-30 17:42:48
52e0cbde7025a409abc2c9f5d402e5c7,75d064d09b807b1fe4b662a0b7611f8b,5,,,2018-07-28,2018-07-30 18:59:31
16ec6a18e7f8833aed57b23f0b970490,b2bc998b56f86f7a3ef8b749c17506e1,2,,,2018-07-22,2018-07-24 12:07:56
398cf773080cc708bf3d03bc35513e92,7ec3006ab91bec3ac4ff2012d50fd8ee,5,,,2018-07-07,2018-07-10 17:31:57
c1bfb79b26ac2136da082c9acea0a97d,47f05ae89d6bcb551be15cba2f14352f,5,Recomendo!,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",2018-07-13,2018-07-16 12:08:38
d7c4def1724e46cacc8701632b277494,5fbe0933118a1dec4ac5424ef0ed0686,3,,,2018-07-11,2018-07-15 00:50:52
39a12e8a031627f7cd30908f475f43fb,3891818a949d667ca119b3567b52363d,4,,,2018-07-04,2018-07-04 20:04:13
631c883f5e3635d7836731e2b0dc92aa,f44845a8eeec9bf829093ad92c846c09,5,,,2018-07-25,2018-07-25 21:43:51
12bb7793384d3ab81de45068d3da0012,02de39953ce1cf1f7c6d46aac400ee82,5,,,2018-07-31,2018-08-02 19:02:01
3b2d60e294fd05f9b84252474fe09c8a,1a1b532e9fc48a702923b8ef014735e9,5,Bom,Gostei muito,2018-07-11,2018-07-12 13:45:01
c05541493df4a00ecf66076ce9607aab,7c1336779536fdd545a35df012e0ed5e,5,muito bom,,2018-07-24,2018-07-25 16:07:16
bbd630ecf001eccbe6be08604e0b5e91,d1437fcc5adf19257e6e1bb890b6c94d,5,,Gostei muito do produto. Entrega muito rápida.,2018-07-26,2018-07-26 23:14:20
95f8467982c03b0cc9eb587933347e63,67816bc8a83ed1ca09b99c2512cbedb3,4,Recomendo,"APESAR DE NÃO TER UM BOM ACABAMENTO, O PRODUTO É BEM FUNCIONAL.",2018-07-07,2018-07-12 10:35:49
a348bbd371d55223077eaee64d20d073,e39fb9d49443326e7e4db4321c5ca18e,4,,,2018-07-11,2018-07-11 19:38:16
cc9157a190715a671d095d5071c38b22,73d180818896fc261f4c0939225b536b,5,,,2018-07-06,2018-07-09 15:39:21
688b2bfdd4f8aa20867aac192c5f5d55,5a31618943d04d72b8c0762b43df48dd,4,,,2018-07-07,2018-07-10 12:10:41
34482d4f2e4c3414578e6db34362bdab,fedc85bb24209961b595782f2c259c4a,5,Ok,Muito bom recomendo,2018-07-21,2018-07-25 10:37:42
7e037f296a93024216ea395fc451b877,4fb3509d3efabb076843cd252a3e5562,5,,,2018-07-21,2018-07-24 03:58:36
6a7eab0599692cb6bafd5782e2f26a01,d5cda33c87a415a696188f2f71799fe0,5,,,2018-07-06,2018-07-07 11:39:54
f2949c219cdf857a70ed66f5ed384c59,20c50b79ccf3492546de6ef891c03ebd,5,,,2018-07-27,2018-07-30 08:37:24
60e62ed1f38b6228aaeee21200d4a99e,e2eefd0600a39b014ea34b3f4196d261,5,,,2018-07-10,2018-07-11 02:23:54
a422e5bbd097281091c9a0543b5f17b8,6a6c30136e870dc8e8338fbb826ee41e,5,,,2018-07-14,2018-07-16 23:25:06
efe79a918cccb989b217cb4a3d0ce7eb,40237e91fbaa88e62cdc9397b2e3343a,4,,,2018-07-25,2018-07-27 20:32:10
d43a314cbbe003bee49ac179616c060b,ed9ffbb3fee532270f819cae7e6a87eb,5,,,2018-07-06,2018-07-09 13:20:11
ad9c2612cc5ea378a403f3ba94cd22de,d14460d3fa8f54b8f0f7befd11820202,5,Agilidade,Chegou super rápido e bem embalado.,2018-07-14,2018-07-15 01:27:53
ff669e25464a56198854a4737c826a00,5cafde3fdf1a583c0a5d7fdc7b526ad1,3,Bom acabamento,Não instalei ainda,2018-07-12,2018-07-12 21:58:19
