review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
228ce5500dc1d8e020d8d1322874b6f0,f9e4b658b201a9f2ecdecbb34bed034b,5,,,2018-02-17,2018-02-18 14:36:24
4b49719c8a200003f700d3d986ea1a19,9d6f15f95d01e79bd1349cc208361f09,4,,"Mas um pouco ,travando...pelo valor ta Boa.
",2018-02-16,2018-02-20 10:52:22
eb26c2bfb5030f57dcef30d3f111eb1e,88096595631e8d26b658306256e3ce34,1,,,2018-02-08,2018-02-10 04:28:43
ca7402594d96f3231ee1bbae27da1e29,36782087b0d4f8cd6daa340872006259,5,,,2018-02-20,2018-02-21 01:40:57
9924ac6169f2edc95ca3394e529f9580,a3ba7fa5266d62188949da3d6ccc3884,5,,,2018-02-27,2018-03-02 08:33:35
5733e2aeeb52b99d044a2a3644e1305d,5abb6c1ea24afdc6e26076bfaa7539cb,5,,,2018-02-23,2018-02-23 11:06:24
4ada105731802020d66105508076cb49,6f393015477564624446a2b4c948c0f0,3,,,2018-02-01,2018-02-01 06:26:39
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,,Muito bom,2018-02-20,2018-02-21 09:42:27
2613eaca6e203ad90206bd06e3dc5684,75ad3bc2c20ac416220546b2268066dc,5,,,2018-02-23,2018-03-26 18:13:48
b2f9240b0a16650054680457ad518388,807bd7d79398132db47a02f8d49c60f8,1,,,2018-02-24,2018-02-24 18:26:56
fdb0e5a14fb6456e28ce7b3b054b8843,eccb333547035c917db4396ff94c3182,3,,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,2018-02-16,2018-02-17 21:35:00
deb6f26fd2c11c556bc9245fd9203469,997cd0cc21c4cc23cf4b07c4f53834db,4,,Atendeu minha expectativa.,2018-02-24,2018-02-25 11:02:05
eb6d75bedecae7b3dbea11b8530637d8,00b9e0f8f588d0406a3de447eb606970,5,,Excelente produto.,2018-02-17,2018-02-19 16:20:08
24972a8c126b024fb6344a60aaebd39f,5e791294b4404ec12340f4c938c10cbb,5,,,2018-02-25,2018-02-27 20:17:13
9a1ee0715c046406c61aa17f5c329f58,1882b3d31fb4a660930adb0ba04e8680,5,,,2018-02-20,2018-02-21 04:09:44
814105994749e97a5609f7d41c165f6b,4de53bbf0a2a3bae777eb829a3145c9c,5,,,2018-02-09,2018-02-11 23:12:36
036bac7dcf336feff8ee82009a67b01d,a7798126c7238a769777af04c3d19e71,5,,,2018-02-28,2018-03-02 01:26:28
d860fd3252122f7453a5810977446a0b,a80d60911463339180881ccd9364d98f,4,,,2018-02-24,2018-02-25 20:02:46
58b27f28e98acdaec89d736d8ed79dd5,e0ffd1287f544946a6a6a2dca083e37f,5,,Mercadoria certa entregue no prazo combinado. Grata,2018-02-24,2018-02-24 14:58:29
6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,,Passou dos dias previstos.,2018-02-09,2018-02-14 04:13:49
d126b51cf6665c5a873f58a1a8fe0f2e,1266cc122d380586b104c2f5380f1210,5,,,2018-02-02,2018-02-03 19:22:42
2f048bbdf489c642c88fe993d0b0c92c,da6c1b5c9a1106ebca4a15148d062c0f,5,,,2018-02-01,2018-02-01 22:22:04
f677a419ee4910ae12bf8cb73dc0d332,7368e14d8b9e7b886e433697b89e937c,3,,Faltaram os cabos e o manual,2018-02-27,2018-03-02 00:24:24
ed98a33c2179c13c1f50b045cbc517e1,c52439e463e5cd80125600ab8ee93344,5,,,2018-02-06,2018-02-14 13:31:32
bc4ece7c3e5388f72210c37b9c3f4aec,9764b03686753eaa7ea549fa0b805f75,4,,,2018-02-01,2018-02-01 20:35:08
6724babb3b9952660bc345b5f5a4db07,c09eea5faf2f865d54fac5b97b961a75,1,,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok,2018-02-09,2018-02-10 01:04:39
6b1de94de0f4bd84dfc4136818242faa,92acf87839903a94aeca0e5040d99acb,5,,,2018-02-16,2018-02-19 19:04:21
5d1dc174150fb6b247ffbceb2090f077,28dee43776d6b4f40164b3dfabb8abe8,4,,,2018-02-08,2018-02-10 22:17:29
841be81ef8745f0be793d1f6a2d659e2,6c93ca822cc626b24dfbda211ce26e53,3,,,2018-02-24,2018-02-27 01:53:56
