review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13,2018-04-16 00:39:37
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",2018-04-08,2018-04-09 12:22:39
7d9ac3e98adc0c8ad579e6a2257d79f9,dfa48852c93427261c98fb2e01f33bea,5,,Processo de compra tranquilo e eficiente.,2018-04-24,2018-04-25 16:01:03
399133d47ddc5f40df57c1ceba4e4540,603d76b730c972775ccf2a910bf23490,5,,,2018-04-03,2018-04-03 23:39:36
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"Amei achei lindo ,muito delicado adorei",2018-04-18,2018-04-18 22:30:45
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.",2018-04-04,2018-04-06 15:43:39
77ed4f94b3638d1f0b0a2dd781c11a8c,5f8772295e1adb4e4832c988d6b631b6,5,,,2018-04-10,2018-04-12 10:28:20
8c6537ae1519a3c0375e4fd45438344b,a9a75c64cb5e9f7bc92e68ec13f05c45,5,,,2018-04-06,2018-04-07 03:11:49
9bdb93e1339cdbc9bbfd95c5df00f82b,72b9d86fe4e984d9879013b9ecbb25db,5,,,2018-04-24,2018-04-25 20:28:48
7b2d3a4794961271f9150b21fecfeed0,2964eb001b521cc23017f1c007a6712b,5,,,2018-04-06,2018-04-08 18:42:33
d23ac17822a812782cf7f848b2a8b38b,705402bc1d956067338873d414158d09,1,,,2018-04-22,2018-04-26 10:25:11
5a27bebda2d497ab1fbc6f425abdc6b8,824ed066dde5116b8bcf4d75381e056d,5,,,2018-04-12,2018-04-13 11:56:19
0d4821be98f78d25e14f37ac9d320a84,cc3db854dd878770935397762ee0e1ce,5,,,2018-04-05,2018-04-05 23:19:58
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,OTIMA,2018-04-19,2018-04-22 12:25:48
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05,2018-04-06 11:06:19
1f5f1df7e359907eaadcb67e73590c10,7958f96c87dcc4edd752ef1a39e75cd9,5,,,2018-04-28,2018-04-29 12:38:06
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenção com a entrega,2018-04-27,2018-04-30 08:04:49
ab296dbde37f94824e4290893c67f917,163dbb9a9e122705518ab2735e1c6008,5,,,2018-04-22,2018-04-24 18:35:52
a0adf7a439816b22050d6bf433cbbff6,15c8f741c0b7deafafea8af0f7bb6852,5,,"Produto bonito, entregue bem valado e dentro do prazo. Recomendo!",2018-04-10,2018-04-13 11:04:52
bde35884f0abc51bddb28eb6fd181084,4709741e829775567b92abc42437b461,5,,,2018-04-10,2018-04-11 13:50:47
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"otimo produto só nao veio manual, mas sem problemas.",2018-04-21,2018-04-24 14:26:37
81e7291e2f92b492eb0340f4406c6897,93720f5a467d2edd5e84e209e8a9a4f6,4,,"Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.
De resto, tudo ok.",2018-04-19,2018-04-22 16:36:04
57b95e70db33ca1f983ac8d08df711b5,50f39d306a35f31046305de54b1527ec,5,,,2018-04-17,2018-04-18 01:35:30
dd9696ded8cb3022c952eadcc83432e9,da56c7c0b595c544c33fa7d3ea80de80,5,,,2018-04-28,2018-04-28 19:48:47
cc2b21775364b08a1ee52c1405cef6fa,8624ba83187b6280c6d8b7664a5f5607,5,,,2018-04-21,2018-04-24 15:12:54
2dd29dcf6f552bb7b7f3354586a31f57,e419e5015f43887f330150fd21ff60f6,5,,,2018-04-24,2018-04-25 00:24:38
9e325bcfa22c4820da7d4f165c7dd49f,ab25d035abca0cb6c74fff900e926246,1,,,2018-04-27,2018-04-27 12:17:46
3db041dd46e9935752c691a2093799c2,51eaae3287e04efba45a51f52098fc88,1,,Produto não recomendo não ler em nenhum dispositivo,2018-04-27,2018-04-28 01:49:40
225f4f306d90cbc502d3c781d3015ed2,38c0b09e36d478fb62769ec5701e0e92,5,,,2018-04-27,2018-04-30 13:04:22
9325f9b2fdf236da5f64533a9aa1934f,6c21f6a1d56c99f439fe378d0ac026f2,5,,,2018-04-11,2018-04-13 22:54:36
cc4e1115d5c84efa5976f12404569949,c81d1d3f8deeded6af5d352021b5a188,5,,"Produto exatamente conforme descrito.
Chegou bem antes do prazo!",2018-04-04,2018-04-04 21:30:47
5c1ba09de5c746017d406bd2cfefeca3,327eb42fa668b532239f44713415a37a,3,nao entrega do produto,recebe apenas 01 peça do produto! estou precisando da 2 peças restante! ,2018-04-26,2018-04-26 13:36:47
6abea4c4b1531bbec985bb7d12100084,b296bc0dc4e73e99c3f6196a1b97b9aa,5,,,2018-04-13,2018-04-15 16:12:13
80d8874af03512892908e3910ca8ed00,20643f3f5e6c738074425d5ea256551a,4,,"muito bom, recomendo o produto.",2018-04-19,2018-04-20 09:56:24
e5a35475f7efa7f6abac5febba3fb464,7dd12269fb63d70af90a488dc5e90876,5,,Até hoje estou satisfeito com a sbmarino,2018-04-17,2018-04-19 20:58:25
1d48440f56a4f15d77636aa8fb5ffa91,53007e0777fa3fb5e536c05a83b50198,4,,,2018-04-24,2018-04-24 19:42:22
b3683d55b0b00087770fb285993836fc,bbabc62c81566b606962e10a6f96e9c0,5,,,2018-04-19,2018-04-21 21:48:41
4292f07bf6cb46aa563a430e6d9cf10b,7ec4063a8ed5b8e7ab1b7bdd7951ffa9,5,,"A entrega foi realizado muito antes do previsto. 
Bom produto...estou satisfeita",2018-04-20,2018-04-20 11:17:21
4af0a1c0b0cf31b528e6cab99baec2af,15182308be26817f3df02cb049167836,4,,,2018-04-13,2018-04-13 20:11:40
f5341e7a7371be7c0730ccb38420f662,2228de938a229c135ae3bd0bf71a128c,5,,,2018-04-28,2018-04-30 12:00:49
4ce5d5e8fb0dd288ae6db8af3b2214ab,16ee199eae699a717d29b7135597f94f,4,,,2018-04-18,2018-04-21 22:07:16
3bf0ea69585fc6f58724858685a4fdde,36a5f7874214018b33203105921b523a,5,,,2018-04-08,2018-04-10 20:10:25
d49137ea593f67aa74446503e88aa91d,a50a23ee8e09f54388b66da19c633bc4,1,,"O produto entregue difere do pedido
trata-se de um produto inferior!
Gostaria que fosse solucionado o problema!
Não estou satisfeito com procedimento!",2018-04-21,2018-04-23 09:26:40
31b60e2f8f2acfe8f213ca252f1066c1,7dc5018fbc594b1ce9a945e6bcfc83c3,5,,nota 10,2018-04-25,2018-04-28 17:14:18
ed4872517871f01678faaa607b47f542,1a62fd2d470da1ce51e2d26cea9a44ff,5,,,2018-04-27,2018-04-29 23:46:32
9f47b47620392148a6b42f7e9dc6a0de,dc20710a4582a12ed1eb1504bd916272,5,,,2018-04-07,2018-04-10 02:32:42
ff731b3003db61e9b13f4bce22169a6e,feac81be070a43ec0bd168b52fb03485,5,,,2018-04-14,2018-04-20 10:25:56
624b50017953c221553a76cb6054fd99,0aa9e8581362267ddb91df2f3a64f811,5,,,2018-04-03,2018-04-07 01:43:38
8cefe3a9813651b3fea1f07419028846,506feda6a5f5513b9d383bb59eb06674,5,,,2018-04-26,2018-04-30 17:26:10
71f7323f884804c6d38bbcd658e07318,759fc48b9360c6710317b337b9e8a974,1,,"O produto veio diferente da q mostra na foto, não é de luxo, nem acolchoado como dizia.",2018-04-19,2018-04-19 22:42:32
500dab66d2c2cc1b14d64d0e1aa346db,81fc6e842f84e86ce89b0f2e120e04cb,4,,"Produto chegou dentro do prazo. Atende pelo custo benefício, porém a bolsa não é forrada e a alça é de plástico. Estou satisfeita.",2018-04-21,2018-04-22 14:15:31
4ff4a9def88a920ce3dcdbaa6d8bf344,34add8976995eea31cf36aa691b32773,1,,,2018-04-21,2018-04-21 11:20:59
f8629b549f7dbe5911ac684cd67b75ad,6e8c8d566d0f92d9ac1a6e72bba1a34d,4,,Correios não entregou ,2018-04-05,2018-04-05 22:16:55
c70f661829da37bccaeda6bcb6aed01e,e387920071d53124f3db7d7b1a42c257,5,,O pedido chegou antes do prazo. Obrigada.,2018-04-03,2018-04-04 16:59:27
45d1572f5bfca2707ae6748265f8169a,bdf7cbcf2a174866c15ade0d9a55bf7d,1,,Só recebemos 1 cartucho já abrimos reclamação no site e ainda não obtive resposta. ,2018-04-13,2018-04-16 12:34:37
da0e38f1e309050bbc68b200c2538188,8192fd7211b9eac71752e6c23361a422,5,,,2018-04-27,2018-04-27 23:05:04
7f2c8f10a5eec4375a11cbcb3573310d,492b48333a37f2f70213b81672d4aa06,5,,entrega dentro do prazo isso é importante. ,2018-04-18,2018-04-21 13:38:10
253662a4cd78b84ca6547d0359fe90f6,aeb81ccabe4f164a26e763cd5b07fd99,1,,No aguardo de um retorno urgente.,2018-04-15,2018-04-17 20:24:28
