review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
8670d52e15e00043ae7de4c01cc2fe06,b9bf720beb4ab3728760088589c62129,4,recomendo,aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que é o mesmo aparelho,2018-05-22,2018-05-23 16:45:47
3948b09f7c818e2d86c9a546758b2335,e51478e7e277a83743b6f9991dbfa3fb,5,Super recomendo,"Vendedor confiável, produto ok e entrega antes do prazo.",2018-05-23,2018-05-24 03:00:01
ab3056e4fb5a36df4b58c1746e4a6b8f,aad1dcbe4c9fe2e3486e5e04c6649097,2,,,2018-05-13,2018-05-14 16:29:15
cb6fe4f91f83d9222b7c8e14959055e1,84226f5c73669d7711ca44aa9cac602a,3,,,2018-05-10,2018-05-13 22:51:53
6eab2c9b7ea4975a0b0357a4c464b356,55101b36a58251926b6cbfdb540c0461,4,,,2018-05-31,2018-06-04 23:44:16
a34d2c4ace97245460e240e07db0212d,9cd3b6a2b07667e425975a219b4fc382,5,,,2018-05-15,2018-05-20 13:57:26
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,2018-05-10,2018-05-11 03:08:49
52844d80504646db0b746167070b9db0,6f0d22f1ac98ca3892d88dd39842fc3f,5,,,2018-05-10,2018-05-11 11:56:44
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,2018-05-23,2018-05-28 12:48:45
d95ffc47f9741048c6872cb8d3ed0e8b,f41ef35b2b93249c5239c5df242e8b28,5,,,2018-05-16,2018-05-16 23:16:38
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4, 4 ," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
.",2018-05-15,2018-05-16 23:41:51
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,2018-05-11,2018-05-14 14:08:04
