customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
1f1c7bf1c9b041b292af6c1c4470b753,3151a81801c8386361b62277d7fa5ecf,95110,caxias do sul,RS
2d5831cb2dff7cdefba62e950ae3dc7b,e9dd12dca17352644a959d9dea133935,42800,camacari,BA
19cecb194f54e614b70d971306a9931b,d251c190ca75786e9ab937982d60d1d4,30320,belo horizonte,MG
c132855c926907970dcf6f2bf0b33a24,a8ae36a2bb6c2bbc3b5d62ede131c9ef,18740,taquarituba,SP
d3b6830d18c7de943d1e707d1f061d40,27cf4b153010911a0957150255a6c6db,5351,sao paulo,SP
09241c552e9fe2420997a6c535e9d408,44e9a1246448bd68a2e3bf0f1966c57a,4537,sao paulo,SP
f89c1a6b9c966869e441e55bc14acddc,809353196a0456095716566dd226bb48,13569,sao carlos,SP
23e96758fd640560e9b1fbcda90abfc4,9e1f719fe5b17b9c51905fee6d6385c1,5565,sao paulo,SP
fe6d73ac006153a398439253006e5adc,60f874c577dc096ecd52bd0bf6bd5942,36780,astolfo dutra,MG
3ccb27f9c7ee205656acef98c19fc061,f32cdbbeca0aba5358bddc018dd12b09,91340,porto alegre,RS
f0bbb754a5855f669094d5049c09c548,30a7c7292c38ac22477fcb75306ac4ef,78600,barra do garcas,MT
0fd53cbc9dc85be3e9d7c6e74bc957a5,ba66b6edd0756a62cb11be4d4655ed32,4960,sao paulo,SP
23e22609b3a5ccd8fcf8cd0cf8a28f7f,1da2a3343d3e10a969375849ac5b7f1f,15050,sao jose do rio preto,SP
c4c3372671aab4ba29e3e410ed8fc5e3,6e4188c01246d30b20d17a1ed42094fe,20030,rio de janeiro,RJ
a1d79dad5150f0021ad8bc433364aa4f,f1a7919983d547880b4111fd4f77c74d,66055,belem,PA
b99054fd23768e0fc903c0eab8a83442,bbbea7f167264b7236e4459dcb0a8838,22220,rio de janeiro,RJ
2e2aceda14bf519194b25f568876ab3d,ef2994ab5e93b358146005d4d3db4880,38415,uberlandia,MG
01509d555b8b6775f5847912d8c52d46,cb296f03ccd21cfcb3ba0778c4f3b7d9,12942,atibaia,SP
70ea60b3eebc4ffc330e070df05f0e00,2c77113623e849d30d75a10480b57108,24220,niteroi,RJ
4c9c41a8c1965305e2e1978666bd6d09,801b53359d2880a9bff63574103fb74c,4455,sao paulo,SP
09f548315be5f30a9610b83ad933aaf1,c1c2fffe3d49911803df2e157bee7aa0,55700,limoeiro,PE
7795e422f21ee2057de57ef0212b4d7a,53b5f3ee447865c2de22e4814ef70bbe,74825,goiania,GO
0b83af8e524bbb2aa83ba090f5be21ff,aaf2d0137050d06ef2c8752f35c0d936,13287,vinhedo,SP
a187d29dfe942335287dc88897ed265c,34b0cd95480e55c2a701293a2b9671b3,5171,sao paulo,SP
6a6d5c560d1072a67be9ee533125d9ed,02a6a137ef7fe2414c9e14fc4d060790,4116,sao paulo,SP
b04d041da05c2704d29c6945333cd08d,627d075513dade14e0fca3b59dae6614,68371,altamira,PA
13e8265ea7e8a11df7a56799f5806220,d55417a83a73d1702b43988e63f0731a,8576,itaquaquecetuba,SP
8714d5f59b012655e9adc2f68b69957a,30cdd9eea2b6192b8fa65c9ff5e59acc,24722,sao goncalo,RJ
522a6e7c1f1f992ac81be6abefa46294,282ebddb3e85120b1652204758fc332b,60055,fortaleza,CE
1d35081c83698d93ec64ebe2d6cfec9c,df718da6faedf01091e3a94dd8793ac6,72620,brasilia,DF
6ca7c0e971c24ce0931f148588ef23ce,f48a9bdc7d38b43bba4082517ea1bc07,36080,juiz de fora,MG
ec7bace5c0ee787e5b521382ae27a112,bf8369db656fa05eb3d26a4c74a13a36,9895,sao bernardo do campo,SP
2db53092fc4dd9c063d54cf52c0d68b8,4ebfd10a85099b098816cbbca0604b59,32044,contagem,MG
e92c17d70d8258db4b7a90ad4d2b65ea,cc438a8c7120027da70eafaf8c3727f8,4160,sao paulo,SP
f3bb4ca2244dc44f761b7becf03acebb,de038e601db2bbdb12a1ab691a58f7e2,13275,valinhos,SP
421816b9aae0de4a978a9b3005e5127c,17d7f3a57687a59fdf418ccc22adc301,34004,nova lima,MG
65f66bced8bf7a1879abfeef1efd54e7,8f601c7d9263ca954656792b02517b3b,79130,rio brilhante,MS
ad21255ff9650ff11d50513eff3eed15,005226be8d5b972d0f72b4e8a79f322b,22280,rio de janeiro,RJ
e811ef51626307094e57cf8d443dd4fb,5a6012519d0cf9a2103bd2170a81b833,18110,votorantim,SP
43d41bd3cc4f7b5cfb987d9d662c18c0,756ac4f4c1bfd6e7c652e37e33254dbc,9861,sao bernardo do campo,SP
73b78086ff774603121ae9c25de7056c,89e3027de49c3012858cfeb7f5a34f59,24724,sao goncalo,RJ
fdacde7b057f261f8f39ef2cf078df68,dd1c379f2ec5f2fcadad957937de8d1c,60135,fortaleza,CE
ad417eed258291b622014bf443a0633b,a7b3ee56a66877702d89d6e6d8ecfa59,9361,maua,SP
6febba3313a197d966a3267abfb5e227,e308f9114426577f05baf25b11250386,80230,curitiba,PR
e77db91ad228d0c7e49609d360f5623f,5c2f079ede3bce29ac622ecc9bb444fb,9614,sao bernardo do campo,SP
16cc3f64905e653b68d869cb6f63ba25,30252a1d57cd506ae0f8e4d17ea834c9,50960,recife,PE
0683b8e9246bd0ccbb16775291a66147,8106dda85e61ac65b597178f5eb9ee99,71720,brasilia,DF
e86aabf122bf269f6a73ef1631ea593e,264f33eb52366d6efeae97a7de43a1e6,48967,nucleo residencial pilar,BA
536776a02f0112fade5744985be0866f,54350062476d8cadeb3460a0afce6735,80620,curitiba,PR
49b82890f880fd8d14654245b0826623,2ad3e8ebee7119e3be506709cf52c2e7,7600,mairipora,SP
14f19cd312c81ec701cd8952871b02af,3971f4c7f3c96fef10932785e1093510,18111,votorantim,SP
d7288a6538f2639b5916c4337eaebe09,78681ccd3cdd568237129b2e5509eb73,9627,sao bernardo do campo,SP
4855e1a8df391a0df190b042f84da0bd,de1fc6d7bb796ade9bb07f09b26a4760,18013,sorocaba,SP
97ebd831465dcafb7b8aba3bed42adaa,e15bbe8fc7504d0075b5835a1b306ada,20031,rio de janeiro,RJ
ff4ead15d934b5b5896ca73904d07f66,2ce81600d264e61fe46c8cadffd18db5,6786,taboao da serra,SP
52948975a1c8e2ec193e83fba7d4d091,313fc07d700930f4fbb8c08c5f5ebc20,81270,curitiba,PR
8310c27f705802263986d24aa21bf014,04b851412c9787a6db795f277ef20e8d,87260,araruna,PR
1c6168ef4f5ddbdedf48f60a4e21128e,0788a5e2db8d16e610407f3ee826b813,25025,duque de caxias,RJ
a2c403073285474c9bb42414f75badde,caa954e15d7c966d515d79caeccb7076,88056,florianopolis,SC
99c0630472d3966ff63c3eda902c1740,ec645f55cb99f62fb8a30e9d467b3e97,12030,taubate,SP
d0702c4f1152606a119561253565e15c,728bcc9495f951828608dbbf3a7e36b4,4295,sao paulo,SP
4c1e29ec2ed2feac441cf24b25262ed2,913a4e0cb7fe555e6cffa875ecd58e2e,28455,sao jose de uba,RJ
5cd2839e8d8faa454eac8cb98311be73,c85aa747346fb651773ad0384949c5da,14030,ribeirao preto,SP
b828fa53202efa901b22f532577fe859,6b0c568efa39d9923961096ab40d3ed9,23052,rio de janeiro,RJ
b1dc05bae2f03544e45370080331bf07,82b2b6a27479a25369741ff265a19a49,57084,maceio,AL
a1cd7aead5b4948681cfcf303b3b5845,bc53fa6fe784dfc008612a79f5fc0e3a,88060,florianopolis,SC
e4b6766132b13b3ab3edd2b7be4b915e,7a6156ef7451bb5f25556d7332d1cf77,12286,cacapava,SP
07cc6026f1fba9869ce6efc681fd190d,12bc33b0d41518a36034c53c10e37129,34000,nova lima,MG
4b6484fa6c4406d63dca39c2f421d2b4,b087812101562e36a7b1c11c1540c3bd,32143,contagem,MG
725a1142e2f3af3a6795d5fcecba5217,49823ffcaa3d1b5b5e95aebc40ca0c9b,5782,sao paulo,SP
ea5744917d5a275155a8732c1c18e994,74ef2468836d147c610bc829ecd77677,36900,manhuacu,MG
e77f4504a634682ed1d9b850039fcc49,fafca0e855aa0ce0b89027f605229d55,85055,guarapuava,PR
17fc94945c78e2f5d7100ae17fe19f12,929de36edcb645b07f26d1871120a9ab,70390,brasilia,DF
8165ad99aa3f293fd8c487e18e8c1d68,50ac16a2d87e6ab7fb5d9db91764e5bd,17017,bauru,SP
4480661363e0f2f7fa2d1768c3b554c4,6991221485787f31e830a729531c20f2,2440,sao paulo,SP
be34cf7dfb4e0d28b500b020e0fc65bd,788d87eeb999019a75d8ba69017398b7,28053,campos dos goytacazes,RJ
a7b1fbc6873f02a31b7ea555c90cb274,ced43e4c9c807745b25ad6c5d519859e,5868,sao paulo,SP
d904dfc6aacfb0ccf2f8c9dfb90d21f9,3d01523c62122408343bc08a31ddb1b4,74885,goiania,GO
1ef69a7f4445baa723f6fbae3227f4ee,09da3efea7f5ac0b094ea9c0106472bc,85506,pato branco,PR
cda49be132527b3e1e7baceb4016c461,8c5458447e008fc2db69ca27bf5560f3,72304,brasilia,DF
4ceeb37a91f8756cf608d4ac6cc557a3,0b261bf4d7968521faf1b2178930087b,95170,farroupilha,RS
f6dab93db29fd73583114f15f85cd245,81cac5e539b7849224280b2b7b4114a4,36015,juiz de fora,MG
afaa50b702a3fd9ad44a2bd591ae53b8,1573fa36d8bf101af8300e86e78fecbf,89580,fraiburgo,SC
