order_id,payment_sequential,payment_type,payment_installments,payment_value
8ac09207f415d55acff302df7d6a895c,1,credit_card,4,244.15
adfbf6c2a620196f9a3ec747491c72b7,1,credit_card,4,67.5
6ffb3f1686bceae3466facf7e02ce3fb,1,credit_card,1,32.0
4b2d035932915aa9c2a0d4d84cd6d3b0,1,credit_card,3,187.51
723e462ce1ee50e024887c0b403130f3,1,credit_card,1,13.8
723e462ce1ee50e024887c0b403130f3,2,voucher,1,100.0
96de2b7f7f3c401fbee3eef068376da6,1,boleto,1,32.15
e2cd740333fe4585ead5c50c61edb6a5,1,voucher,1,163.25
14d9794bbb53614d12cc2df6a045f82b,1,boleto,1,116.7
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
14c0c0bebe2cd50fb1dbdee84fbae03a,1,credit_card,1,180.55
53035288acc866ee15423b4293722b46,1,credit_card,1,375.74
aa600269bffea363cca75ad2d1908903,1,boleto,1,93.26
0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96
591083bc42b589c7052118aa83118e76,5,voucher,1,20.0
591083bc42b589c7052118aa83118e76,3,voucher,1,20.0
591083bc42b589c7052118aa83118e76,2,voucher,1,20.0
591083bc42b589c7052118aa83118e76,6,voucher,1,15.21
591083bc42b589c7052118aa83118e76,1,voucher,1,20.0
591083bc42b589c7052118aa83118e76,4,voucher,1,20.0
52636dd3c039f62169b0eb724af63047,1,credit_card,2,77.77
068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82
7a1ba14765ea354929894e667c06f386,1,credit_card,1,89.88
4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38
dc400373e624e9b0435847a79813c658,2,voucher,1,48.91
dc400373e624e9b0435847a79813c658,1,credit_card,1,0.33
dcec2b3be8c3d53056fe63381b2a6cfe,1,credit_card,10,159.18
210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5
d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34
37c755c6df4b61c5b4cc40361ae57588,1,credit_card,3,72.34
5eca2113141f2c0e048b11bdcb7a0371,1,credit_card,1,41.17
6c721c8ce1b433e68655575af4955976,1,credit_card,1,67.7
dd691e4f12c592067339680ffc3dd443,1,credit_card,3,35.0
ce6d150fb29ada17d2082f4847107665,1,credit_card,10,1586.47
cf9d814ad8673ebdaec52528c1f7a7ca,1,credit_card,2,101.25
8a0ecc540156c0f21f25d7bfd4e95dbe,1,credit_card,1,68.0
91f377dafe157043ee827b080a27e3f5,1,credit_card,5,371.94
31026c762ccd760199ad552ea17e0269,1,credit_card,1,41.71
17b18aa0bfdcebddefdf2d7da5718181,1,credit_card,5,101.34
