order_id,payment_sequential,payment_type,payment_installments,payment_value
42fdf880ba16b47b59251dd489d4441a,1,credit_card,2,128.45
298fcdf1f73eb413e4d26d01b25bc1cd,1,credit_card,2,96.12
b2349a3f20dfbeef62e7b31baa22f84b,1,credit_card,3,136.71
23f10f509600c30cf2852f9dbdf28fc3,1,credit_card,1,103.49
d3e774a185c0b1b2286ffd6c70abe2e6,1,credit_card,8,117.74
85eef2d342b0de363c45c1bc324729c5,1,credit_card,3,99.43
4217849b1ff18a9270fe048eabc4dc45,1,credit_card,1,67.88
de4090fd9b7900d46323b0c7c36b7128,1,credit_card,2,121.45
d46f45b0d795bcf47a19d301710e63fe,1,credit_card,1,27.27
21b8b46679ea6482cbf911d960490048,2,voucher,1,43.12
21b8b46679ea6482cbf911d960490048,1,credit_card,1,1.68
bc3d816db1aa7215dbde5b1b00d3d32b,1,credit_card,2,46.85
774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09
3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57
9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66
881206af1a6a9cd34119b99782759dd4,1,boleto,1,44.77
ab85e3c92c828eb802fd91345e45d92e,1,credit_card,10,357.97
6b58f3523e45f9838f702acbc21e2f51,1,credit_card,1,44.23
984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99
49f62326ab0dc444db19abf56861df10,1,credit_card,10,109.59
f26bbe1ba1d50321617831285d0fe62c,1,credit_card,1,42.39
e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
9d4fe519c77c087d5a1bd73637c5c6bf,1,credit_card,1,124.6
257699bfe87de4eac234324e88db828a,1,credit_card,2,102.26
242bc9216a7d8514ba8d435a96d63c3d,1,boleto,1,127.69
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
b616f638cd86d92c7cbd06cf7484ee34,1,credit_card,1,20.75
45da19cff07c4148ba32b1a6bb8d87c1,1,boleto,1,126.68
38006c12e16c03c74e2eb3113e238e5f,1,credit_card,1,17.87
20aa4f85b1ed8d98e5c742c1a003db9c,2,voucher,1,50.0
20aa4f85b1ed8d98e5c742c1a003db9c,3,voucher,1,50.0
20aa4f85b1ed8d98e5c742c1a003db9c,1,credit_card,1,0.6
20aa4f85b1ed8d98e5c742c1a003db9c,4,voucher,1,50.0
e11fec6c25945565c1ef4f14fc3c03b7,1,credit_card,10,1995.69
8be031b84394ed99ee85be1985019058,1,credit_card,1,21.94
ebee038c5993647eb1defc78207cd187,1,credit_card,1,114.25
019bdbaef5b5121c9b1811976aa510a5,1,boleto,1,108.64
d74283a9b897322afe09916280aca43f,1,credit_card,1,54.43
96068d351a84dcea0b929884876e4fae,1,credit_card,2,128.73
1d5912d4e665fb2a085a50fc13007c02,1,boleto,1,69.9
ae544ab4fdaa9ad26ce17423e88b8702,1,boleto,1,48.13
14d113827939e9deace0b2afb528f1bb,1,credit_card,1,154.87
d82255dd8d216b8577f8f2527ce817a1,1,credit_card,4,89.57
9389b64e7d922e3b0c30f8026e418e64,1,credit_card,4,125.43
ad2b9f8531232554f31be87d5ea9da10,1,credit_card,3,199.0
141d3bf5aa7128f40bf2a60cef620b93,1,credit_card,3,159.03
abb045c9c602e1ea87376929b298b52e,1,credit_card,1,93.18
71749baed4a3e47f47aecfced7c70ec2,1,credit_card,1,26.38
64e64a4dd77d71d6bc307f24af1e55ac,1,credit_card,1,22.29
8065c72fce26b871dcba7ef49bebfa48,1,credit_card,1,27.7
4fbf4b4d08900c34f81e01ace9d3f294,1,boleto,1,64.48
a83755325957c8eed972dc614210922e,1,credit_card,1,120.92
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
6d60fdb8565707824a98431255d3183a,1,credit_card,1,26.45
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
d1ea13fc1406243e6f6134582bf1bbc5,1,credit_card,10,1432.92
9c0bd8cd0fc8231ed50c066058917360,1,credit_card,2,132.68
ccdb48549002b54a62ba6d41ee492980,1,credit_card,2,64.23
b0b61472cd1ff0e9f1450c6ae4c8d5a4,1,credit_card,1,99.43
76c025e93388599ae9e136363ee1c00b,1,credit_card,1,135.97
76978d31d8e911d947c1c80c193e116d,1,credit_card,1,76.87
6e60346a3ee3876c1e4bc89c597ffcb8,1,credit_card,2,123.59
9dece38ba34c2b0050efef28e85d7bde,1,credit_card,1,32.72
a0f3677ac2cfd35a8d76f4a26fb29a95,1,credit_card,7,144.8
750ed62dff96bf5713b8c6a6bbfdc948,1,boleto,1,189.96
2dd8a69d1eb8ea62bdddc073c4e80ab1,1,boleto,1,72.83
b34f86c59a76bef28aa32825ab4370f6,1,credit_card,1,292.86
3663b949b55f8b8025f32210ab79cfc9,1,credit_card,7,108.88
b6165efbad3f8539e365b9ae5a2f3c44,1,credit_card,1,189.66
767db3d915db881b9f47ce8ac08daf63,1,debit_card,1,53.9
c1213e8146aaff37acf16bfef1789d75,1,credit_card,2,93.4
363524b17966c3a64696d5a68c5f4d34,1,credit_card,4,276.11
55eda25190659fb615a61fbbaa14013c,1,credit_card,3,149.16
107f069fdb62a9cbe252b043323e4e32,1,credit_card,2,175.13
90ea2b1be9c98c67406de151652daa63,1,boleto,1,59.22
dc3da2a9d0c93951fdc030194d48bb02,1,credit_card,1,200.75
dcb0beba69129b3cb15757a33bc9dce9,1,debit_card,1,77.42
916be5eed428af45e462f039ef65ca24,1,credit_card,2,281.73
f62c176f45acd8992e70d81c62d08971,1,debit_card,1,23.88
a625881421471d07433770992a93acab,1,credit_card,3,104.43
8bf6956999b0861c3191773f28806f40,1,boleto,1,99.9
640521517a7ba45ac5894e92e00397e2,1,credit_card,6,323.92
eb208b2789d0b383599396c007996073,1,credit_card,1,21.16
e3153a88be7511737359301517f63274,1,credit_card,1,95.34
bb54e9bf4bdb6c6391a7c6b517748b9f,1,credit_card,2,124.92
80d49171762a51f500bf6b774aa24617,1,credit_card,1,2787.87
9ca5909eae951dbac41c3cf4b9c0337b,1,credit_card,1,134.71
a86ad6bfca543eb89c02ccd35b2d4099,1,boleto,1,93.82
e84303628aff310abc4a515e1883e4f0,1,credit_card,3,117.57
aa7b6f133145a6afcfa5f103efd4d9df,1,credit_card,8,168.35
97d6c1727b0d36b8d04035e35d86f40f,1,credit_card,1,132.64
a3a97bc6e236d5351537c8f466c34dad,3,voucher,1,6.67
a3a97bc6e236d5351537c8f466c34dad,5,voucher,1,6.09
a3a97bc6e236d5351537c8f466c34dad,2,voucher,1,6.67
a3a97bc6e236d5351537c8f466c34dad,1,voucher,1,8.33
a3a97bc6e236d5351537c8f466c34dad,4,voucher,1,6.67
36ee5e5872c5ae9c20647fcc29511b56,1,credit_card,1,86.31
0e5f77f8bef9424afd3d6e904e873275,1,credit_card,2,123.27
fefc60b6174117cb96cd5eeaec4188b5,1,credit_card,1,202.15
29e88d870b2322863f45602dc1a8bd89,1,credit_card,8,162.51
76437a7cb17e400752d72fe54dd85c77,1,credit_card,1,247.52
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card,1,79.92
b18478bbf9b2283e3d12452f69fd9ce2,1,credit_card,1,84.0
c6a965cc9489a0d9ede11c4534e916f0,1,credit_card,6,202.76
6d9e993faed56b20fe3f762fd8bbf24f,1,credit_card,2,64.04
877e88c213b1ca25f07ece4878bb8acc,1,credit_card,7,97.03
b4059555399120834bc8cf54a84bc6c8,1,credit_card,1,26.77
0f3f49e2316b72f49e23fea6ffaa2371,1,debit_card,1,24.28
