order_id,payment_sequential,payment_type,payment_installments,payment_value
61059985a6fc0ad64e95d9944caacdad,1,credit_card,1,132.04
4d680edbaa7d3d9bed69532957368a03,1,credit_card,10,353.09
c39414c195d0f94c9d9c35e7c6ed4f1a,1,credit_card,2,139.22
aa964845f1de8125410aea8b73e9e1ec,1,credit_card,2,27.35
795c16acb4e3c30dfa5b6827727ef488,1,credit_card,2,37.58
947e9c6bfd83a06953c420ef92d3da6e,1,voucher,1,69.46
e6670c9089973cc68e5b90b7d1f4fec4,1,credit_card,1,88.49
cf61ad2218e5c14397e7c0ba7a6a50f9,1,debit_card,1,35.14
c51dcdd98e1c413f3d394ffcb4656ed1,1,credit_card,4,110.11
ea9184ad433a404df1d72fa0a8764232,4,voucher,1,22.49
ea9184ad433a404df1d72fa0a8764232,1,credit_card,1,17.78
ea9184ad433a404df1d72fa0a8764232,3,voucher,1,22.49
ea9184ad433a404df1d72fa0a8764232,2,voucher,1,22.49
ea9184ad433a404df1d72fa0a8764232,5,voucher,1,22.47
0c99132c4ff916416ba8f74c378f1cbc,1,credit_card,4,135.93
31f8013402a0749b3ab433b1aee11754,1,boleto,1,42.19
279cc62fe9c5a9e6a7ad5a7536560944,1,boleto,1,116.56
7327c30a5230ce07bc2c7a695d553a00,1,credit_card,4,40.27
caca64f71d73695719939294fa88c791,1,credit_card,1,371.42
6cdb86865449a92089579ea715e1c1d1,1,credit_card,1,52.57
ae1126b6891f58552443772c80b1f562,1,credit_card,1,133.81
f86d7bc39aab05299691322044b63bb2,1,voucher,1,1302.42
5f082a502d1fd6f19d32897c2c2cbcec,1,credit_card,10,645.8
9144181fd06902570ce9c34860652f55,1,credit_card,5,118.35
35bf7f86bc7add201e5b6573052157f0,1,credit_card,2,68.35
440a666da55232dbd02bb270c7ac7d8c,1,credit_card,3,46.43
bb2d7e3141540afc268df7ef6580fc75,1,credit_card,1,37.15
e9da0d015d8dbc78a000c0b78cc87728,1,credit_card,2,25.23
191a21c0a0934fdb7dcd56c6b28a8682,1,credit_card,3,196.55
07a26b88cc90e93f5c9401de11a60793,1,credit_card,1,20.29
ce7cf6dd8f80dfb98716950ae40eca59,1,boleto,1,171.75
ad2e046d1a59ee49ddf9ae258360b81b,1,credit_card,5,135.13
cd82b3b68f4843cceb338d860b8aa006,1,credit_card,2,440.12
7cf01fbc143d74367eedc9b9f8fbf437,1,credit_card,2,91.72
bfc9f97fc7ddacf8a3c33c4b2bd15a93,1,credit_card,2,229.74
22543080a0066963931832c0df11b2be,1,credit_card,2,54.25
ac3143c0b6db91dd3ca4ab4d8a8243eb,1,credit_card,4,953.71
7711d25c50cf5322589706aaf0458117,1,credit_card,10,107.23
0913c46b1cafecb52e5a9a55b6c0e0fc,1,boleto,1,147.0
ff5b7f440481674b38554434638beebf,1,boleto,1,110.63
0f090dd2d83a9d755108584313c8208d,1,credit_card,4,48.16
276971787e4550d908a7306c2fe79da3,1,boleto,1,51.03
fb4c1eeef06c08acb4e63c9091ab5c6b,1,credit_card,7,374.24
88a82da4cb2eb4723c9965285fe826c9,2,voucher,1,25.0
