order_id,payment_sequential,payment_type,payment_installments,payment_value
a9810da82917af2d9aefd1278f1dcfa0,1,credit_card,1,24.39
616105c9352a9668c38303ad44e056cd,1,credit_card,1,75.78
79da3f5fe31ad1e454f06f95dc032ad5,1,credit_card,1,98.94
1ffb3c1929b16d9c1aec1958e11b3e9b,1,boleto,1,166.04
a5f860aaf6a3c35399495aefe92d363f,1,credit_card,1,75.75
f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.28
b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08
1e6d912e4c63965bb9eccf0cc765fc24,1,boleto,1,207.24
afd0dbbab8e90d099aaccdd8ed7d5f26,1,credit_card,3,269.46
5262eaeb971616ffef822379ed91896f,1,credit_card,1,0.67
5262eaeb971616ffef822379ed91896f,2,voucher,1,47.55
90eaac01afdf4e531a70ad869e092c75,1,credit_card,1,234.43
101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47
56ba89857b4e6eb192108f310a81163b,1,credit_card,13,197.23
0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67
73596e67516934a7fe64cc6ca6d75545,1,credit_card,3,62.11
18dc026cdb7d39abde1489c336528961,1,boleto,1,134.99
5b7c6dbea3e21dc6314451ed73907c0c,1,boleto,1,48.27
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30.0
adc2f0c9fd838d820339f8220c1adf08,1,credit_card,1,0.69
68051b9b65c4b30fc1252a2b69fe1d0b,1,credit_card,6,125.77
0930df388b21f34fc3f0e3baa9a73016,1,credit_card,1,26.09
415c8cb8b60f8371900c2abb3ce6a0c3,1,credit_card,3,171.32
9bfe486cba6ba9af52af7bfe86ff9859,1,credit_card,2,69.54
cccb62677b6ed93ec68f4428a0ad81ee,1,credit_card,7,81.72
93de8241002c099c87029b0362e5c0c9,2,voucher,1,25.9
93de8241002c099c87029b0362e5c0c9,1,credit_card,1,0.79
0a629239073738043764cd721c8ab2da,1,credit_card,1,46.81
6e8e751584b3e3141e3e3c39f71408c2,1,credit_card,6,187.15
d2b0a763647d885d0d3db2ee534ec02a,1,boleto,1,79.09
e4e0b1913652739070617b6a336a6ca5,1,boleto,1,44.72
f41fbf3e30f0f79822348910ca2009f2,1,credit_card,1,104.43
c137d955d66546c460453c13ce560ad4,1,credit_card,1,124.15
906f47e5cb0a80530bf2e789e6e6a0cd,1,credit_card,10,179.92
49549ed2d115e970bfb52d517fe0e91f,1,credit_card,8,186.49
c627fe35fce1a754bc5b812d0b8ff379,1,credit_card,3,206.2
ba7243ecb3b63c80579ba1d4c34e277c,1,boleto,1,55.06
73ffc7dbf151bdb28ff40c4206968803,1,credit_card,1,127.53
12ab522eccaca7c7be0e20ef475ea423,1,credit_card,6,148.64
a45007bebe435ae6fb3637ede777476e,1,credit_card,3,164.15
37193e64eb9a46b7f3197762f242b20a,1,credit_card,1,10.89
4c17c523dc7daa9cfdfb327f119179a4,1,boleto,1,43.28
43b2b04bc7aba79e72acb260d116466b,1,voucher,1,45.24
4f54cd2c8e8986790a962e3657390e1d,1,credit_card,1,64.01
6902f0d9d7309f56f50b8713c3b6a4de,1,boleto,1,66.69
701784c754c8ac2e2a73dbbe7dc3a363,1,boleto,1,52.75
460bbd1de438f2781234032226e45461,1,credit_card,3,112.09
fb8d6e92e3a08fe6485d4fb08d23ae0e,1,credit_card,1,21.04
ee00fa5093eb96d8573403b382fb60a8,1,boleto,1,66.44
cf014dc8804713618176fc95af41b221,2,voucher,1,81.93
cf014dc8804713618176fc95af41b221,3,voucher,1,25.0
cf014dc8804713618176fc95af41b221,1,credit_card,1,24.17
cf014dc8804713618176fc95af41b221,4,voucher,1,0.56
94cbbe30434a51f71837965608aa41e1,1,boleto,1,69.06
cf4eff954b06c19d96be7d6792a1da3c,1,credit_card,4,48.13
e41e5861711a10524b80a63d022ae776,1,credit_card,10,1180.51
3d965a3a3a9aae822a8f40ddf0184df1,1,credit_card,1,85.81
375d01d18f644eb19328130122fcc9ef,1,credit_card,1,65.57
068ef03abe39323450b52f486b34bf3d,1,credit_card,1,76.78
cc69435b3a477ca3247cc9811da7f589,1,credit_card,1,40.96
0ad81eec70d65880c30299b73ac7945d,1,boleto,1,160.74
